"metric","metric_label","model_id","model_alias","pareto_rank","line_id","cell_line","parameter","parameter_label","baseline_metric","elevated_metric","metric_delta","baseline_parameter","elevated_parameter","log2_elevated_vs_baseline","fit_id","best_start"
"cell_area","Cell area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","Y_R[1]","y1",0,-0.393233128960496,-0.393233128960496,1232.22024663668,1667.52307750156,0.436446581654379,"all_lines_cell_area__1r_1p_0w_c0_m1",148
"cell_area","Cell area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","m","m",0,-0.393233128960496,-0.393233128960496,0.0474503940440975,0.054001730859351,0.186585581245401,"all_lines_cell_area__1r_1p_0w_c0_m1",148
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","ae[1]","v1",0,0.653535253550523,0.653535253550523,3.45719850459399e-05,4.68583348787837e-05,0.438702246330784,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","ah[1]","K1",0,0.653535253550523,0.653535253550523,0.171649795578435,0.191065545089074,0.154599500952849,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","Y_R[1]","y1",0,0.653535253550523,0.653535253550523,2521.90979777263,1580.34253279387,-0.674279384540675,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","m","m",0,0.653535253550523,0.653535253550523,0.0152465359347085,0.0126535814730663,-0.268935711135035,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","ae[1]","v1",0,-0.000469703745281697,-0.000469703745281697,8.22930390031328e-05,8.2275055844851e-05,-0.00031530064682263,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","ah[1]","K1",0,-0.000469703745281697,-0.000469703745281697,0.0868608861394227,0.0868541966020575,-0.00011111254400063,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","Y_R[1]","y1",0,-0.000469703745281697,-0.000469703745281697,640.079682324875,640.29472632586,0.000484612804839708,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","m","m",0,-0.000469703745281697,-0.000469703745281697,0.0298444957373959,0.0298484944692057,0.000193287370610467,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","ae[1]","v1",0,1.01581750460499,1.01581750460499,7.49694032282069e-05,0.000120269205435565,0.681893468961719,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","ah[1]","K1",0,1.01581750460499,1.01581750460499,0.0474555331788871,0.0560563130699828,0.240300547549513,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","Y_R[1]","y1",0,1.01581750460499,1.01581750460499,965.841483253477,467.09805694451,-1.04806098537077,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","m","m",0,1.01581750460499,1.01581750460499,0.00855511376586496,0.00640309263375033,-0.41801815816389,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","ae[1]","v1",0,0.463963523790174,0.463963523790174,6.92859866802516e-05,8.59805875134352e-05,0.311447376398589,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","ah[1]","K1",0,0.463963523790174,0.463963523790174,0.10992381434603,0.118612710404091,0.10975464421942,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","Y_R[1]","y1",0,0.463963523790174,0.463963523790174,519.175776949789,372.575470269588,-0.478690380619807,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","m","m",0,0.463963523790174,0.463963523790174,0.0110617222793176,0.00969055238011911,-0.190925217168229,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","ae[1]","v1",0,-0.393233128960496,-0.393233128960496,5.53447842935266e-05,4.60908244074935e-05,-0.263967790673005,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","ah[1]","K1",0,-0.393233128960496,-0.393233128960496,0.0456456005536224,0.0427953209564821,-0.0930227484518098,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","Y_R[1]","y1",0,-0.393233128960496,-0.393233128960496,1546.53186999922,2048.76067604304,0.405714903268013,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","m","m",0,-0.393233128960496,-0.393233128960496,0.0491825437065331,0.0550203519383428,0.161819015277758,"all_lines_cell_area__1r_1p_1w_c0_m0",291
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","ae[1]","v1",0,0.653535253550523,0.653535253550523,3.33938173425068e-05,4.62564102428702e-05,0.470072287670562,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","ah[1]","K1",0,0.653535253550523,0.653535253550523,0.142539047395308,0.171102572830039,0.263504265647511,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","Y_R[1]","y1",0,0.653535253550523,0.653535253550523,1821.60561962075,1118.21146995969,-0.704017598804216,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","m","m",0,0.653535253550523,0.653535253550523,0.0791768759157705,0.0645404977861342,-0.294874438986577,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","ae[1]","v1",0,-0.000469703745281697,-0.000469703745281697,7.08741538492685e-05,7.0857558662275e-05,-0.000337846677545698,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","ah[1]","K1",0,-0.000469703745281697,-0.000469703745281697,0.0811689292293915,0.0811582748188645,-0.000189383724595966,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","Y_R[1]","y1",0,-0.000469703745281697,-0.000469703745281697,949.961483165559,950.294714734407,0.000505986021573658,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","m","m",0,-0.000469703745281697,-0.000469703745281697,0.0523536804449123,0.0523613716910326,0.000211929850191694,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","ae[1]","v1",0,1.01581750460499,1.01581750460499,7.1998560325861e-05,0.000119473712115086,0.73065325191146,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","ah[1]","K1",0,1.01581750460499,1.01581750460499,0.0304972290596258,0.0405093237047543,0.409575832563917,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","Y_R[1]","y1",0,1.01581750460499,1.01581750460499,687.953404578433,322.215635701896,-1.09428435043101,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","m","m",0,1.01581750460499,1.01581750460499,0.0490229579525198,0.0356801508717143,-0.45833582068574,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","ae[1]","v1",0,0.463963523790174,0.463963523790174,7.32308092156708e-05,9.22896338984908e-05,0.333717873425907,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","ah[1]","K1",0,0.463963523790174,0.463963523790174,0.121139664131255,0.137911292592453,0.18706927737925,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","Y_R[1]","y1",0,0.463963523790174,0.463963523790174,522.004738139168,369.163650396325,-0.499802396545467,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","m","m",0,0.463963523790174,0.463963523790174,0.0326344084418439,0.0282265737577789,-0.209339868116673,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","ae[1]","v1",0,-0.393233128960496,-0.393233128960496,4.50902629164532e-05,3.70628219348109e-05,-0.282843190958824,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","ah[1]","K1",0,-0.393233128960496,-0.393233128960496,0.0356727994775859,0.0319601356472788,-0.158550906492144,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","Y_R[1]","y1",0,-0.393233128960496,-0.393233128960496,1698.57823833949,2278.26584715691,0.423608430787788,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","m","m",0,-0.393233128960496,-0.393233128960496,0.0831851432710164,0.0940711456664321,0.177426386202131,"all_lines_cell_area__2r_1p_0w_c0_m1",33
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","ae[1]","v1",0,0.653535253550523,0.653535253550523,6.12952574269771e-05,9.09237493279164e-05,0.568881723117047,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","ah[1]","K1",0,0.653535253550523,0.653535253550523,0.413038177841193,0.536532627698785,0.377390768392442,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","Y_R[1]","y1",0,0.653535253550523,0.653535253550523,17590.7187773496,22927.0777864749,0.382238051023364,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","m","m",0,0.653535253550523,0.653535253550523,0.0376490486410314,0.0322821610905129,-0.221876248363336,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","ae[1]","v1",0,-0.000469703745281697,-0.000469703745281697,7.45817525455315e-05,7.45606189451251e-05,-0.000408862222073266,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","ah[1]","K1",0,-0.000469703745281697,-0.000469703745281697,0.0913716978505205,0.0913545210367318,-0.000271235340994473,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","Y_R[1]","y1",0,-0.000469703745281697,-0.000469703745281697,5148.12062430611,5147.14040839443,-0.000274719142052274,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","m","m",0,-0.000469703745281697,-0.000469703745281697,0.0167137491890724,0.0167155967091271,0.000159465161639492,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","ae[1]","v1",0,1.01581750460499,1.01581750460499,0.000195112190367919,0.000360135759410855,0.884236939404024,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","ah[1]","K1",0,1.01581750460499,1.01581750460499,0.340664451279904,0.511575031552687,0.586594443875299,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","Y_R[1]","y1",0,1.01581750460499,1.01581750460499,12125.2538265667,18303.8067949201,0.594128780423336,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","m","m",0,1.01581750460499,1.01581750460499,0.0335907753267424,0.0264486383840856,-0.344871643448595,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","ae[1]","v1",0,0.463963523790174,0.463963523790174,8.41925025001136e-05,0.000111390732692666,0.40386554121339,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","ah[1]","K1",0,0.463963523790174,0.463963523790174,0.145295141017624,0.174945680848358,0.267920590049245,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","Y_R[1]","y1",0,0.463963523790174,0.463963523790174,3541.50090146317,4274.40237918357,0.271361815779656,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","m","m",0,0.463963523790174,0.463963523790174,0.0187246602571477,0.0167879165280023,-0.157516347399367,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","ae[1]","v1",0,-0.393233128960496,-0.393233128960496,0.000116914245701534,9.22201396032981e-05,-0.342296974454589,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","ah[1]","K1",0,-0.393233128960496,-0.393233128960496,0.349753363015101,0.298816817525631,-0.227076583687758,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","Y_R[1]","y1",0,-0.393233128960496,-0.393233128960496,67309.128794245,57390.3822151626,-0.229993200818292,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","m","m",0,-0.393233128960496,-0.393233128960496,0.0400133698864939,0.0438928334006626,0.133503266904003,"all_lines_cell_area__2r_2p_0w_c0_m1",185
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","ae[1]","v1",0,0.653535253550523,0.653535253550523,6.05823940321679e-05,9.09884620007791e-05,0.586785022493173,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","ah[1]","K1",0,0.653535253550523,0.653535253550523,0.404058786689137,0.52966428330018,0.390513020495518,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","Y_R[1]","y1",0,0.653535253550523,0.653535253550523,17503.2166175156,21344.8733532677,0.286269527861276,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","m","m",0,0.653535253550523,0.653535253550523,0.0377916306006208,0.0350093426221137,-0.110326795871243,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","ae[1]","v1",0,-0.000469703745281697,-0.000469703745281697,7.44595647749339e-05,7.44378018881404e-05,-0.000421729541357246,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","ah[1]","K1",0,-0.000469703745281697,-0.000469703745281697,0.0910784505407833,0.0910607335739128,-0.000280666463379856,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","Y_R[1]","y1",0,-0.000469703745281697,-0.000469703745281697,5200.20849904767,5199.46694061882,-0.000205745395777079,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","m","m",0,-0.000469703745281697,-0.000469703745281697,0.0166628479153545,0.0166637637617392,7.92932117183908e-05,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","ae[1]","v1",0,1.01581750460499,1.01581750460499,0.000182276137882489,0.000342995703117129,0.912064795357698,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","ah[1]","K1",0,1.01581750460499,1.01581750460499,0.303987453441993,0.462996951960444,0.606990915700997,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","Y_R[1]","y1",0,1.01581750460499,1.01581750460499,9188.26678597423,12507.7777977961,0.444960843132254,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","m","m",0,1.01581750460499,1.01581750460499,0.0204428307290889,0.0181517591623165,-0.171485608257745,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","ae[1]","v1",0,0.463963523790174,0.463963523790174,8.23036143380954e-05,0.000109855210737723,0.416575609753519,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","ah[1]","K1",0,0.463963523790174,0.463963523790174,0.140546750750599,0.17032456901479,0.277236455249675,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","Y_R[1]","y1",0,0.463963523790174,0.463963523790174,3473.36363168959,3998.79258153818,0.203230993551904,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","m","m",0,0.463963523790174,0.463963523790174,0.0173781933662752,0.0164598813193955,-0.078324174102024,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","ae[1]","v1",0,-0.393233128960496,-0.393233128960496,0.000117419004600352,9.19292907721003e-05,-0.35306941617696,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","ah[1]","K1",0,-0.393233128960496,-0.393233128960496,0.348290352784433,0.295942777960173,-0.234972262192425,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","Y_R[1]","y1",0,-0.393233128960496,-0.393233128960496,70510.6364982868,62575.2480751961,-0.172248798447154,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"cell_area","Cell area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","m","m",0,-0.393233128960496,-0.393233128960496,0.0349227027190159,0.0365671708534442,0.0663837963031643,"all_lines_cell_area__2r_2p_1w_c0_m0",318
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,1,"MCF10A","ae[1]","v1",0,0.959707294051967,0.959707294051967,2.36216797386935e-05,5.22979298348162e-05,1.14664228136242,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,1,"MCF10A","ah[1]","K1",0,0.959707294051967,0.959707294051967,0.0937999130446223,0.185917964472874,0.987007688129945,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,1,"MCF10A","Y_R[1]","y1",0,0.959707294051967,0.959707294051967,2690.87984686705,772.754798279044,-1.79999536084183,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,1,"MCF10A","m","m",0,0.959707294051967,0.959707294051967,0.0233394099388765,0.00882271254260487,-1.40347390202565,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,2,"MDA-MB-231","ae[1]","v1",0,0.180154133759199,0.180154133759199,7.68256042560035e-05,8.91869338062666e-05,0.215245156737686,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,2,"MDA-MB-231","ah[1]","K1",0,0.180154133759199,0.180154133759199,0.0798553424887569,0.0907984603096474,0.185278903443544,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,2,"MDA-MB-231","Y_R[1]","y1",0,0.180154133759199,0.180154133759199,727.362461442937,575.486991490708,-0.337891153909973,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,2,"MDA-MB-231","m","m",0,0.180154133759199,0.180154133759199,0.0338522208383143,0.0282019214985823,-0.263457021364873,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,3,"SNU668","ae[1]","v1",0,0.705095078879184,0.705095078879184,6.96198079158095e-05,0.00012483353845264,0.842435849799495,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,3,"SNU668","ah[1]","K1",0,0.705095078879184,0.705095078879184,0.021832151636344,0.0360901951741069,0.725152625211433,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,3,"SNU668","Y_R[1]","y1",0,0.705095078879184,0.705095078879184,679.56536842471,271.727249229501,-1.32245308418611,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,3,"SNU668","m","m",0,0.705095078879184,0.705095078879184,0.00896300352293402,0.00438583860371709,-1.03112954104532,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,4,"SUM-159-chem","ae[1]","v1",0,0.334735871187983,0.334735871187983,6.56551814727076e-05,8.66287387489853e-05,0.399936840505081,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,4,"SUM-159-chem","ah[1]","K1",0,0.334735871187983,0.334735871187983,0.0924048419177656,0.117307749085357,0.344257963238449,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,4,"SUM-159-chem","Y_R[1]","y1",0,0.334735871187983,0.334735871187983,469.876878494491,304.082588988492,-0.627819564340095,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,4,"SUM-159-chem","m","m",0,0.334735871187983,0.334735871187983,0.0121862802032535,0.00867984264313443,-0.489517024821856,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","ae[1]","v1",0,0.0590354702969521,0.0590354702969521,5.39856960408058e-05,5.66906888677164e-05,0.0705345960816823,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","ah[1]","K1",0,0.0590354702969521,0.0590354702969521,0.0387899572352224,0.0404572431058515,0.0607148277569553,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","Y_R[1]","y1",0,0.0590354702969521,0.0590354702969521,1463.53994473524,1355.41734663901,-0.110724981792079,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_0W_C0_M1","1R",1,5,"SUM-159-fuse","m","m",0,0.0590354702969521,0.0590354702969521,0.0526595844805361,0.0496007794375809,-0.0863333459786085,"all_lines_nuclear_area__1r_1p_0w_c0_m1",131
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","ae[1]","v1",0,0.959707294051967,0.959707294051967,2.14314350834937e-05,5.29957616312087e-05,1.30614852542367,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","ah[1]","K1",0,0.959707294051967,0.959707294051967,0.105819999101181,0.205788645566959,0.959551072812945,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","Y_R[1]","y1",0,0.959707294051967,0.959707294051967,4199.90527202103,1381.90854335208,-1.60369464927368,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,1,"MCF10A","m","m",0,0.959707294051967,0.959707294051967,0.0243910354555348,0.0100686018695702,-1.27648764116322,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","ae[1]","v1",0,0.180154133759199,0.180154133759199,7.62806668891886e-05,9.0411404965067e-05,0.245187316608865,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","ah[1]","K1",0,0.180154133759199,0.180154133759199,0.0809664830054986,0.0917335594178127,0.180124808253219,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
