"model_id","model_alias","pareto_rank","metric","cell_line","glucose_mM","delta_log_lik","n_wells","glucose_label"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-chem",1,25.15912,2,"1.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-chem",1,-0.697150000000022,2,"1.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-chem",1,0.540579999999977,2,"1.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-chem",1,-20.70435,2,"1.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-chem",1,0.54585000000003,2,"1.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-chem",1,-5.97909000000004,2,"1.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SUM-159-fuse",1,13.0875299999999,4,"1.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SUM-159-fuse",1,12.1421399999999,4,"1.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SUM-159-fuse",1,-9.17743000000007,4,"1.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SUM-159-fuse",1,-16.63727,4,"1.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-fuse",1,-24.66248,4,"1.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-fuse",1,12.75186,4,"1.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-fuse",1,11.93116,4,"1.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-fuse",1,-4.07511999999997,4,"1.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-fuse",1,-4.91791999999987,4,"1.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-fuse",1,-14.2216400000001,4,"1.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","MCF10A",5,20.0639,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","MCF10A",5,2.33504000000005,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","MCF10A",5,17.11305,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","MCF10A",5,-1.28048000000001,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","MCF10A",5,2.22259000000008,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","MCF10A",5,-6.23574999999994,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","MCF10A",5,-17.3270999999999,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","MCF10A",5,-11.16125,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","MCF10A",5,-7.80326000000002,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","MCF10A",5,-58.5839599999999,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","MDA-MB-231",5,0.211260000000038,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","MDA-MB-231",5,-6.42271999999991,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","MDA-MB-231",5,0.385349999999903,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","MDA-MB-231",5,-1.15654999999992,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","MDA-MB-231",5,-0.00662999999997282,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","MDA-MB-231",5,3.26375999999993,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","MDA-MB-231",5,0.489110000000096,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","MDA-MB-231",5,2.63492999999994,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","MDA-MB-231",5,-1.23380999999995,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","MDA-MB-231",5,4.50682000000006,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SNU668",5,0.138709999999946,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SNU668",5,-2.15999000000011,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SNU668",5,6.56444999999985,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SNU668",5,19.59914,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SNU668",5,33.23156,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SNU668",5,22.85034,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SNU668",5,26.0993099999999,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SNU668",5,21.7055799999999,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SNU668",5,19.02182,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SNU668",5,20.95838,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SUM-159-chem",5,0.169579999999996,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SUM-159-chem",5,1.05392000000006,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SUM-159-chem",5,10.7833899999999,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SUM-159-chem",5,9.4523099999999,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-chem",5,1.39070999999996,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-chem",5,1.67464000000007,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-chem",5,1.60527000000002,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-chem",5,12.32757,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-chem",5,10.5519999999999,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-chem",5,13.40536,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SUM-159-fuse",5,-70.2595700000002,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SUM-159-fuse",5,-58.97884,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SUM-159-fuse",5,-138.08044,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SUM-159-fuse",5,-52.7345299999999,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-fuse",5,-52.53606,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-fuse",5,-24.8773100000001,2,"5.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-fuse",5,-12.70305,2,"5.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-fuse",5,-87.8848700000001,2,"5.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-fuse",5,-7.65416999999991,2,"5.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-fuse",5,-13.6162399999999,2,"5.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","MCF10A",25,6.25789999999995,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","MCF10A",25,28.42148,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","MCF10A",25,1.9742,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","MCF10A",25,-11.3325600000001,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","MCF10A",25,-17.8735,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","MCF10A",25,19.8069399999999,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","MCF10A",25,24.7657899999999,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","MCF10A",25,19.31813,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","MCF10A",25,-10.72735,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","MCF10A",25,-34.18011,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","MDA-MB-231",25,-4.04760999999996,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","MDA-MB-231",25,-9.55494999999996,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","MDA-MB-231",25,-0.261349999999993,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","MDA-MB-231",25,-9.42133000000001,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","MDA-MB-231",25,-7.06968000000001,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","MDA-MB-231",25,4.75492999999994,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","MDA-MB-231",25,2.28568999999993,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","MDA-MB-231",25,5.08868000000007,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","MDA-MB-231",25,-4.76175000000001,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","MDA-MB-231",25,5.15331999999995,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SNU668",25,14.73857,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SNU668",25,-8.84343999999999,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SNU668",25,28.7636499999999,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SNU668",25,7.13458000000003,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SNU668",25,5.16766999999999,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SNU668",25,14.58291,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SNU668",25,-2.19293000000005,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SNU668",25,25.31354,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SNU668",25,-2.16051000000004,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SNU668",25,4.56336999999996,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SUM-159-chem",25,3.15278999999998,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SUM-159-chem",25,3.66318999999999,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SUM-159-chem",25,11.4316,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SUM-159-chem",25,4.11094999999995,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-chem",25,-3.41626999999994,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-chem",25,2.55678999999992,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-chem",25,3.32229000000001,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-chem",25,13.7293999999999,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-chem",25,5.72519,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-chem",25,8.66771000000006,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"cell_area","SUM-159-fuse",25,11.9141000000001,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"cell_area","SUM-159-fuse",25,-20.41872,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"cell_area","SUM-159-fuse",25,-1.84423000000004,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"cell_area","SUM-159-fuse",25,99.9881800000001,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"cell_area","SUM-159-fuse",25,51.8608699999999,2,"25.00"
"1R_1P_0W_C0_M1","1R",1,"nuclear_area","SUM-159-fuse",25,-2.56607999999994,2,"25.00"
"1R_1P_1W_C0_M0","1R,W(m)",2,"nuclear_area","SUM-159-fuse",25,-23.2623,2,"25.00"
"2R_1P_0W_C0_M1","2R(a)",3,"nuclear_area","SUM-159-fuse",25,-21.6826600000001,2,"25.00"
"2R_2P_0W_C0_M1","2R(f)",4,"nuclear_area","SUM-159-fuse",25,67.9619700000001,2,"25.00"
"2R_2P_1W_C0_M0","2R(f),W(m)",5,"nuclear_area","SUM-159-fuse",25,29.92219,2,"25.00"
