context,G0_mM,hours,image_key,ploidy_state,n_group_cells,median_cell_area_px,median_nuclear_area_px,field_cell_count,field_total_segmented_area_px,context_label,G0_label
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_1_01d00h00m,low,198,1603.5,171,198,353169,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_2_01d00h00m,low,171,1489,167,171,270720,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_3_01d00h00m,low,163,1630,181,163,278083,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_4_01d00h00m,low,149,1564,181,149,262205,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_1_01d00h00m,high,220,1530,197,220,349524,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_2_01d00h00m,high,170,1671.5,210.5,170,288414,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_3_01d00h00m,high,146,1516.5,212,146,235363,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_4_01d00h00m,high,128,1564,205,128,209842,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_1_01d00h00m,low,239,1590,175,239,405678,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_2_01d00h00m,low,198,1584.5,174,198,341450,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_3_01d00h00m,low,209,1531,171,209,341855,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_4_01d00h00m,low,176,1601.5,164.5,176,302234,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_1_01d00h00m,high,221,1466,203,221,346236,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_2_01d00h00m,high,192,1491,186.5,192,317999,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_3_01d00h00m,high,229,1537,197,229,376002,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_4_01d00h00m,high,162,1557.5,201.5,162,267206,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_1_01d00h00m,low,210,1596,169,210,369163,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_2_01d00h00m,low,173,1576,163,173,296753,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_3_01d00h00m,low,214,1531.5,168,214,346531,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_4_01d00h00m,low,211,1667,175,211,378638,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_1_01d00h00m,high,227,1582,208,227,390978,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_2_01d00h00m,high,155,1624,208,155,267801,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_3_01d00h00m,high,218,1523,195,218,359914,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_4_01d00h00m,high,149,1750,203,149,262840,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_1_01d00h00m,low,282,1560,170,282,471566,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_2_01d00h00m,low,205,1607,166,205,347073,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_3_01d00h00m,low,216,1607.5,168,216,373249,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_4_01d00h00m,low,191,1555,163,191,318603,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_1_01d00h00m,high,182,1538,199,182,293310,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_2_01d00h00m,high,171,1411,192,171,270462,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_3_01d00h00m,high,211,1599,202,211,351881,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_4_01d00h00m,high,138,1607,195,138,236331,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_1_01d00h00m,low,262,1574,163,262,423283,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_2_01d00h00m,low,193,1584,159,193,322231,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_3_01d00h00m,low,249,1439,161,249,388007,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_4_01d00h00m,low,171,1636,169,171,286278,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_1_01d00h00m,high,251,1466,193,251,397683,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_2_01d00h00m,high,161,1632,202,161,273750,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_3_01d00h00m,high,281,1507,197,281,446964,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_4_01d00h00m,high,173,1420,194,173,256694,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_1_01d00h00m,low,277,1489,163,277,457554,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_2_01d00h00m,low,218,1555.5,164,218,374639,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_3_01d00h00m,low,244,1531.5,170,244,404019,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_4_01d00h00m,low,155,1767,169,155,282441,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_1_01d00h00m,high,358,1461,196.5,358,539721,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_2_01d00h00m,high,135,1535,200,135,224014,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_3_01d00h00m,high,205,1606,204,205,338972,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_4_01d00h00m,high,181,1463,200,181,292375,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_1_01d08h00m,low,201,1675,182,201,371584,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_2_01d08h00m,low,178,1603.5,179,178,301829,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_3_01d08h00m,low,167,1830,196,167,304335,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_4_01d08h00m,low,153,1783,191,153,286566,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_1_01d08h00m,high,221,1503,222,221,352093,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_2_01d08h00m,high,178,1599,212.5,178,302949,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_3_01d08h00m,high,151,1561,214,151,246149,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_4_01d08h00m,high,119,1609,224,119,199656,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_1_01d08h00m,low,243,1733,186,243,449229,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_2_01d08h00m,low,207,1654,180,207,373878,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_3_01d08h00m,low,213,1676,182,213,386907,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_4_01d08h00m,low,175,1700,180,175,317669,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_1_01d08h00m,high,224,1511.5,213,224,357018,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_2_01d08h00m,high,191,1368,196,191,285585,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_3_01d08h00m,high,235,1522,208,235,393311,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_4_01d08h00m,high,151,1559,208,151,248805,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_1_01d08h00m,low,214,1666.5,181,214,407531,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_2_01d08h00m,low,174,1766,179,174,330120,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_3_01d08h00m,low,242,1679,177,242,413810,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_4_01d08h00m,low,210,1710,189,210,390403,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_1_01d08h00m,high,234,1508.5,216.5,234,389549,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_2_01d08h00m,high,157,1713,219,157,290289,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_3_01d08h00m,high,224,1445,206.5,224,359742,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_4_01d08h00m,high,148,1651,210,148,259505,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_1_01d08h00m,low,287,1594,176,287,494601,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_2_01d08h00m,low,213,1615,175,213,374521,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_3_01d08h00m,low,219,1795,182,219,411150,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_4_01d08h00m,low,194,1673,179.5,194,359358,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_1_01d08h00m,high,186,1512,212,186,307660,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_2_01d08h00m,high,177,1509,207,177,290355,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_3_01d08h00m,high,218,1630,208.5,218,377060,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_4_01d08h00m,high,133,1724,221,133,245778,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_1_01d08h00m,low,270,1667,179,270,467755,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_2_01d08h00m,low,199,1650,175,199,345462,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_3_01d08h00m,low,259,1459,173,259,432204,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_4_01d08h00m,low,175,1692,174,175,310422,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_1_01d08h00m,high,265,1429,205,265,406146,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_2_01d08h00m,high,162,1596,204,162,273866,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_3_01d08h00m,high,301,1509,213,301,493087,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_4_01d08h00m,high,174,1521,201,174,281034,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_1_01d08h00m,low,277,1545,176,277,481349,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_2_01d08h00m,low,222,1663,179,222,407091,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_3_01d08h00m,low,244,1671,181,244,432119,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_4_01d08h00m,low,161,1787,183,161,314804,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_1_01d08h00m,high,375,1370,204,375,545442,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_2_01d08h00m,high,123,1495,215,123,202648,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_3_01d08h00m,high,202,1570.5,212.5,202,338702,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_4_01d08h00m,high,167,1464,210,167,266747,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_1_01d16h00m,low,207,1727,190,207,381896,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_2_01d16h00m,low,177,1656,193,177,310011,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_3_01d16h00m,low,168,1846.5,201.5,168,317066,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_4_01d16h00m,low,148,1813,198,148,283470,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_1_01d16h00m,high,186,1352.5,223,186,277586,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_2_01d16h00m,high,141,1382,229,141,207700,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_3_01d16h00m,high,123,1362,228,123,182183,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_4_01d16h00m,high,81,1317,220,81,124760,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_1_01d16h00m,low,255,1726,191,255,465677,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_2_01d16h00m,low,203,1662,184,203,371671,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_3_01d16h00m,low,212,1690,185,212,385433,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_4_01d16h00m,low,179,1786,187,179,341454,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_1_01d16h00m,high,200,1415.5,211.5,200,297819,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_2_01d16h00m,high,160,1231.5,198,160,222829,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_3_01d16h00m,high,220,1379,220,220,334025,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_4_01d16h00m,high,140,1345,213,140,202029,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_1_01d16h00m,low,220,1712,181,220,419390,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_2_01d16h00m,low,177,1696,183,177,335266,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_3_01d16h00m,low,249,1738,184,249,439298,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_4_01d16h00m,low,208,1881.5,196.5,208,420814,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_1_01d16h00m,high,225,1477,224,225,358919,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_2_01d16h00m,high,146,1589.5,232,146,258257,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_3_01d16h00m,high,216,1393.5,214.5,216,318003,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_4_01d16h00m,high,140,1434,216,140,230132,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_1_01d16h00m,low,288,1659,183.5,288,518580,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_2_01d16h00m,low,213,1562,176,213,372184,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_3_01d16h00m,low,226,1736,192,226,427646,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_4_01d16h00m,low,183,1722,181,183,355207,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_1_01d16h00m,high,178,1305.5,216.5,178,268661,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_2_01d16h00m,high,163,1389,215,163,257950,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_3_01d16h00m,high,218,1314,209,218,323703,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_4_01d16h00m,high,121,1604,219,121,211930,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_1_01d16h00m,low,276,1732,189,276,499902,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_2_01d16h00m,low,193,1753,186,193,361657,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_3_01d16h00m,low,260,1656,181,260,458328,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_4_01d16h00m,low,177,1668,183,177,319279,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_1_01d16h00m,high,247,1195,210,247,335994,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_2_01d16h00m,high,154,1447,209.5,154,241241,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_3_01d16h00m,high,286,1297,215.5,286,408878,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_4_01d16h00m,high,141,1506,219,141,224507,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_1_01d16h00m,low,281,1607,181,281,495585,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_2_01d16h00m,low,220,1719.5,185.5,220,412487,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_3_01d16h00m,low,242,1764,187,242,448417,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_4_01d16h00m,low,160,1806.5,191,160,317803,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_1_01d16h00m,high,327,1282,212,327,449647,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_2_01d16h00m,high,94,1426,219.5,94,146929,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_3_01d16h00m,high,183,1286,213,183,271042,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_4_01d16h00m,high,137,1414,230,137,210246,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_1_02d00h00m,low,181,1615,201,181,338137,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_2_02d00h00m,low,164,1644.5,191.5,164,278786,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_3_02d00h00m,low,148,1786,205,148,279414,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B2_4_02d00h00m,low,137,1631,204,137,251951,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_1_02d00h00m,high,94,1038,211.5,94,110212,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_2_02d00h00m,high,61,1155,199,61,76276,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_3_02d00h00m,high,55,1136,226,55,71749,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B7_4_02d00h00m,high,42,1222,189,42,63765,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_1_02d00h00m,low,231,1725,196,231,424006,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_2_02d00h00m,low,182,1767,194,182,339895,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_3_02d00h00m,low,188,1708,197.5,188,338077,SUM-159-fuse C00,0.1 mM
