context,G0_mM,hours,image_key,ploidy_state,n_group_cells,median_cell_area_px,median_nuclear_area_px,field_cell_count,field_total_segmented_area_px,context_label,G0_label
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E10_1_02d00h00m,high,417,1283,214,417,573693,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E10_2_02d00h00m,high,503,1246,213,503,688841,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E10_3_02d00h00m,high,534,1304,215.5,534,756400,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E10_4_02d00h00m,high,596,1164,207,596,738493,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E5_1_02d00h00m,low,395,1853,211,395,783413,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E5_2_02d00h00m,low,419,1843,216,419,864638,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E5_3_02d00h00m,low,575,1722,218,575,1090708,SUM-159-fuse I00,0.5 mM
I00 fuse,0.5,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E5_4_02d00h00m,low,534,1795.5,226,534,1051987,SUM-159-fuse I00,0.5 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_1_01d00h00m,high,327,1275,190,327,442086,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_2_01d00h00m,high,310,1325,191,310,436975,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_3_01d00h00m,high,429,1282,193,429,582448,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_4_01d00h00m,high,347,1362,187,347,493910,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_1_01d00h00m,low,293,1614,183,293,504352,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_2_01d00h00m,low,342,1560,181.5,342,583315,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_3_01d00h00m,low,321,1638,186,321,554532,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_4_01d00h00m,low,270,1619,177,270,471519,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_1_01d00h00m,high,288,1324.5,199.5,288,412740,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_2_01d00h00m,high,339,1205,192,339,459331,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_3_01d00h00m,high,324,1280.5,195.5,324,441330,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_4_01d00h00m,high,276,1509.5,209,276,422636,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_1_01d00h00m,low,310,1575,180.5,310,497550,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_2_01d00h00m,low,233,1635,181,233,411972,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_3_01d00h00m,low,318,1656.5,183,318,558188,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_4_01d00h00m,low,267,1713,184,267,483252,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_1_01d00h00m,high,281,1350,196,281,408775,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_2_01d00h00m,high,246,1404,196,246,372448,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_3_01d00h00m,high,353,1295,196,353,473914,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_4_01d00h00m,high,342,1281,198,342,473227,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_1_01d00h00m,low,307,1641,183,307,516158,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_2_01d00h00m,low,239,1628,180,239,418331,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_3_01d00h00m,low,354,1569.5,191,354,600067,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_4_01d00h00m,low,299,1576,179,299,491908,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_1_01d00h00m,high,372,1299.5,200,372,511997,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_2_01d00h00m,high,355,1314,193,355,493813,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_3_01d00h00m,high,406,1217.5,205,406,538979,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_4_01d00h00m,high,349,1421,199,349,515615,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_1_01d00h00m,low,266,1604.5,186,266,455683,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_2_01d00h00m,low,267,1632,180,267,455357,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_3_01d00h00m,low,328,1603.5,187.5,328,552946,SUM-159-fuse I00,1 mM
I00 fuse,1,24,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_4_01d00h00m,low,316,1566.5,179.5,316,508330,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_1_01d08h00m,high,479,1231,207,479,632358,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_2_01d08h00m,high,430,1346,209,430,600090,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_3_01d08h00m,high,644,1219.5,202,644,813403,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_4_01d08h00m,high,487,1389,212,487,707781,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_1_01d08h00m,low,360,1661.5,197,360,664904,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_2_01d08h00m,low,424,1663.5,195.5,424,777896,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_3_01d08h00m,low,421,1596,192,421,725740,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_4_01d08h00m,low,356,1641.5,191,356,640094,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_1_01d08h00m,high,437,1371,213,437,611136,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_2_01d08h00m,high,520,1181.5,203,520,652994,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_3_01d08h00m,high,505,1249,204,505,658872,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_4_01d08h00m,high,417,1292,203,417,569912,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_1_01d08h00m,low,399,1610,195,399,673825,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_2_01d08h00m,low,304,1576.5,194.5,304,561310,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_3_01d08h00m,low,418,1668.5,194.5,418,745713,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_4_01d08h00m,low,344,1769,194.5,344,646752,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_1_01d08h00m,high,424,1332,209,424,578343,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_2_01d08h00m,high,388,1387.5,211,388,549947,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_3_01d08h00m,high,521,1172,209,521,657984,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_4_01d08h00m,high,504,1236,208,504,656088,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_1_01d08h00m,low,399,1578,190,399,693291,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_2_01d08h00m,low,287,1723,195,287,545144,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_3_01d08h00m,low,448,1635,190.5,448,781118,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_4_01d08h00m,low,379,1634,189,379,667817,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_1_01d08h00m,high,554,1263,211,554,718771,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_2_01d08h00m,high,525,1279,214,525,696446,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_3_01d08h00m,high,586,1201.5,215,586,736820,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_4_01d08h00m,high,546,1280,208.5,546,730337,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_1_01d08h00m,low,333,1689,202,333,595059,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_2_01d08h00m,low,332,1683.5,196,332,606155,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_3_01d08h00m,low,453,1533,191,453,771362,SUM-159-fuse I00,1 mM
I00 fuse,1,32,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_4_01d08h00m,low,404,1638,191,404,704008,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_1_01d16h00m,high,610,1219.5,214.5,610,788669,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_2_01d16h00m,high,563,1224,213,563,739689,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_3_01d16h00m,high,834,1158.5,213,834,1027689,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_4_01d16h00m,high,633,1316,214,633,884571,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_1_01d16h00m,low,440,1752.5,193.5,440,846088,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_2_01d16h00m,low,520,1680.5,206,520,987830,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_3_01d16h00m,low,511,1675,215,511,947398,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_4_01d16h00m,low,431,1784,201,431,828300,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_1_01d16h00m,high,530,1264.5,214,530,717303,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_2_01d16h00m,high,670,1078,202,670,789836,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_3_01d16h00m,high,635,1186,211,635,831051,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_4_01d16h00m,high,529,1245,213,529,714082,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_1_01d16h00m,low,486,1738,207,486,888125,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_2_01d16h00m,low,354,1768,206.5,354,711550,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_3_01d16h00m,low,512,1756,215,512,993177,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_4_01d16h00m,low,429,1806,207,429,843063,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_1_01d16h00m,high,552,1245,209,552,727617,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_2_01d16h00m,high,486,1356,214,486,681407,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_3_01d16h00m,high,671,1130,211,671,813521,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_4_01d16h00m,high,646,1165.5,210.5,646,812004,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_1_01d16h00m,low,496,1680.5,201.5,496,905514,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_2_01d16h00m,low,366,1751.5,200.5,366,690061,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_3_01d16h00m,low,544,1634,208,544,1022629,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_4_01d16h00m,low,464,1751.5,201.5,464,878150,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_1_01d16h00m,high,679,1186,209,679,846035,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_2_01d16h00m,high,656,1209,211,656,852838,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_3_01d16h00m,high,731,1130,216,731,885140,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_4_01d16h00m,high,672,1305.5,219,672,892522,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_1_01d16h00m,low,408,1690.5,205,408,765736,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_2_01d16h00m,low,415,1793,199,415,807383,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_3_01d16h00m,low,552,1682,206,552,1000143,SUM-159-fuse I00,1 mM
I00 fuse,1,40,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_4_01d16h00m,low,506,1662,199.5,506,906703,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_1_02d00h00m,high,709,1098,211,709,838383,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_2_02d00h00m,high,662,1104.5,210.5,662,788069,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_3_02d00h00m,high,940,1135,217,940,1108002,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B11_4_02d00h00m,high,750,1189.5,215,750,933900,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_1_02d00h00m,low,511,1752,216,511,1005028,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_2_02d00h00m,low,574,1715,219.5,574,1115708,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_3_02d00h00m,low,561,1787,228,561,1104178,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_B6_4_02d00h00m,low,486,1798,219,486,977744,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_1_02d00h00m,high,653,1164,207,653,802624,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_2_02d00h00m,high,789,1045,200,789,887912,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_3_02d00h00m,high,744,1117.5,211,744,899139,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C11_4_02d00h00m,high,610,1211.5,219,610,792460,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_1_02d00h00m,low,559,1717,218,559,1044341,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_2_02d00h00m,low,402,1821.5,219.5,402,829909,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_3_02d00h00m,low,574,1871.5,222.5,574,1161894,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_C6_4_02d00h00m,low,481,1990,227,481,1014309,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_1_02d00h00m,high,676,1127,210,676,831184,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_2_02d00h00m,high,580,1282.5,216.5,580,775099,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_3_02d00h00m,high,785,1115,210,785,929397,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D11_4_02d00h00m,high,772,1080.5,204,772,903438,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_1_02d00h00m,low,561,1736,214,561,1058905,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_2_02d00h00m,low,419,1864,220,419,847760,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_3_02d00h00m,low,615,1665,220,615,1173584,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_D6_4_02d00h00m,low,519,1777,214,519,998404,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_1_02d00h00m,high,799,1082,211,799,936769,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_2_02d00h00m,high,798,1121.5,207,798,951227,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_3_02d00h00m,high,880,995.5,206,880,957165,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E11_4_02d00h00m,high,774,1178,219,774,956413,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_1_02d00h00m,low,463,1766,223,463,912669,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_2_02d00h00m,low,467,1827,213,467,956777,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_3_02d00h00m,low,632,1740.5,223.5,632,1172775,SUM-159-fuse I00,1 mM
I00 fuse,1,48,SUM-159_I00-IncucyteRawDataLiveDead-varyGlucose_E6_4_02d00h00m,low,549,1811,219,549,1056198,SUM-159-fuse I00,1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B3_1_01d00h00m,low,107,902,129,107,108418,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B3_2_01d00h00m,low,151,933,129,151,151809,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B3_3_01d00h00m,low,27,983,152,27,26144,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B3_4_01d00h00m,low,83,971,138,83,85237,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B8_1_01d00h00m,high,138,1459.5,190,138,222686,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B8_2_01d00h00m,high,112,1402,182.5,112,186503,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B8_3_01d00h00m,high,86,1499,209,86,154527,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B8_4_01d00h00m,high,110,1597,189,110,188081,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C3_1_01d00h00m,low,149,1013,125,149,157438,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C3_2_01d00h00m,low,70,909.5,146,70,70379,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C3_3_01d00h00m,low,114,991,131.5,114,115701,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C3_4_01d00h00m,low,59,1045,163,59,63476,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C8_1_01d00h00m,high,136,1439,180.5,136,222831,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C8_2_01d00h00m,high,134,1510.5,186.5,134,222083,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C8_3_01d00h00m,high,138,1502.5,185.5,138,231256,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C8_4_01d00h00m,high,153,1506,189,153,251165,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D3_1_01d00h00m,low,42,1111,188.5,42,47245,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D3_2_01d00h00m,low,60,886,153,60,62618,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D3_3_01d00h00m,low,50,1007,185.5,50,56520,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D3_4_01d00h00m,low,32,975,175.5,32,32556,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D8_1_01d00h00m,high,130,1440.5,180,130,206054,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D8_2_01d00h00m,high,146,1565,183.5,146,241233,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D8_3_01d00h00m,high,163,1449,186,163,261909,SUM-159-chem M00b,0.1 mM
M00b chem,0.1,24,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D8_4_01d00h00m,high,146,1571.5,193,146,245791,SUM-159-chem M00b,0.1 mM
