batch_id,replicate_well,cell_line,experiment,batch_display,n_ploidy_values,n_G0_values,ploidy_raw,G0_mM,n_images,first_hour,last_hour,plate_row,plate_col,ploidy_state,n_alive_cells,n_area_images_24_48h,area_first_hour,area_last_hour,n_alive_cells_with_nucleus,median_segmented_area_px,median_nuclear_area_px
chem_luminescence_M00b,F8,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,5,64,0,120,F,8,high,3077,16,24,48,3073,1376,192
chem_luminescence_M00b,F9,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,5,64,0,120,F,9,high,3383,16,24,48,3381,1391,193
chem_luminescence_M00b,F10,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,5,64,0,120,F,10,high,2924,16,24,48,2922,1386,191
chem_luminescence_M00b,G2,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,2N,25,64,0,120,G,2,low,1356,16,24,48,1355,1181,173
chem_luminescence_M00b,G3,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,2N,25,64,0,120,G,3,low,1775,16,24,48,1774,1158,169.5
chem_luminescence_M00b,G4,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,2N,25,64,0,120,G,4,low,2447,16,24,48,2447,1081,163
chem_luminescence_M00b,G5,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,2N,25,64,0,120,G,5,low,2939,16,24,48,2939,1119,161
chem_luminescence_M00b,G7,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,25,64,0,120,G,7,high,2960,16,24,48,2957,1444,203
chem_luminescence_M00b,G8,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,25,64,0,120,G,8,high,2853,16,24,48,2850,1446,200
chem_luminescence_M00b,G9,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,25,64,0,120,G,9,high,3235,16,24,48,3232,1500,194
chem_luminescence_M00b,G10,SUM-159-chem,M00b-IncucyteRawDataLiveDead-varyGlucose,SUM-159-chem / luminescence batch (M00b),1,1,4N,25,64,0,120,G,10,high,2672,16,24,48,2671,1524.5,203
