context,G0_mM,ploidy_state,n_cells,bin_left_px,bin_right_px,metric,fraction_cells,median_px
I00 fuse,0.1,low,85,4251.78630338289,4849.6934285282,cell,0.00495020674392872,1589
I00 fuse,0.1,low,27,305.99496872072,349.025487895958,cell,0.00157241861277736,1589
I00 fuse,0.1,low,40,5531.68119761723,6309.57344480193,cell,0.00232950905596646,1589
I00 fuse,0.1,low,42,349.025487895958,398.107170553497,cell,0.00244598450876478,1589
I00 fuse,0.1,low,7,180.776867696343,206.198600950222,cell,0.00040766408479413,1589
I00 fuse,0.1,low,16,6309.57344480193,7196.85673001152,cell,0.000931803622386582,1589
I00 fuse,0.1,low,6,7196.85673001152,8208.91415963826,cell,0.000349426358394968,1589
I00 fuse,0.5,low,2386,2202.20194998738,2511.88643150958,cell,0.0971102971102971,1764
I00 fuse,0.5,low,521,768.624610039774,876.712387296869,cell,0.0212047212047212,1764
I00 fuse,0.5,low,390,673.862716803094,768.624610039774,cell,0.0158730158730159,1764
I00 fuse,0.5,low,1287,2865.12026966378,3268.02758941013,cell,0.0523809523809524,1764
I00 fuse,0.5,low,2960,1930.69772888325,2202.20194998738,cell,0.12047212047212,1764
I00 fuse,0.5,low,1259,1000,1140.62492385132,cell,0.0512413512413512,1764
I00 fuse,0.5,low,3034,1692.66661503788,1930.69772888325,cell,0.123483923483923,1764
I00 fuse,0.5,low,10,180.776867696343,206.198600950222,cell,0.000407000407000407,1764
I00 fuse,0.5,low,1764,2511.88643150958,2865.12026966378,cell,0.0717948717948718,1764
I00 fuse,0.5,low,1838,1140.62492385132,1301.02521691083,cell,0.0748066748066748,1764
I00 fuse,0.5,low,133,4849.6934285282,5531.68119761723,cell,0.00541310541310541,1764
I00 fuse,0.5,low,2442,1301.02521691083,1483.98178896756,cell,0.0993894993894994,1764
I00 fuse,0.5,low,3062,1483.98178896756,1692.66661503788,cell,0.124623524623525,1764
I00 fuse,0.5,low,864,876.712387296869,1000,cell,0.0351648351648352,1764
I00 fuse,0.5,low,465,3727.59372031494,4251.78630338289,cell,0.0189255189255189,1764
I00 fuse,0.5,low,262,4251.78630338289,4849.6934285282,cell,0.0106634106634107,1764
I00 fuse,0.5,low,798,3268.02758941013,3727.59372031494,cell,0.0324786324786325,1764
I00 fuse,0.5,low,191,517.947467923121,590.783791158794,cell,0.00777370777370777,1764
I00 fuse,0.5,low,82,349.025487895958,398.107170553497,cell,0.00333740333740334,1764
I00 fuse,0.5,low,278,590.783791158794,673.862716803094,cell,0.0113146113146113,1764
I00 fuse,0.5,low,1,32.6802758941013,37.2759372031494,cell,4.07000407000407e-05,1764
I00 fuse,0.5,low,25,235.195263507096,268.269579527973,cell,0.00101750101750102,1764
I00 fuse,0.5,low,128,454.090961097248,517.947467923121,cell,0.00520960520960521,1764
I00 fuse,0.5,low,24,7196.85673001152,8208.91415963826,cell,0.000976800976800977,1764
I00 fuse,0.5,low,34,6309.57344480193,7196.85673001152,cell,0.00138380138380138,1764
I00 fuse,0.5,low,39,268.269579527973,305.99496872072,cell,0.00158730158730159,1764
I00 fuse,0.5,low,5,121.818791201012,138.949549437314,cell,0.000203500203500204,1764
I00 fuse,0.5,low,46,305.99496872072,349.025487895958,cell,0.00187220187220187,1764
I00 fuse,0.5,low,96,398.107170553497,454.090961097248,cell,0.00390720390720391,1764
I00 fuse,0.5,low,2,106.800043251458,121.818791201012,cell,8.14000814000814e-05,1764
I00 fuse,0.5,low,72,5531.68119761723,6309.57344480193,cell,0.00293040293040293,1764
I00 fuse,0.5,low,10,138.949549437314,158.489319246111,cell,0.000407000407000407,1764
I00 fuse,0.5,low,1,71.9685673001152,82.0891415963825,cell,4.07000407000407e-05,1764
I00 fuse,0.5,low,19,206.198600950222,235.195263507096,cell,0.000773300773300773,1764
I00 fuse,0.5,low,9,158.489319246111,180.776867696343,cell,0.000366300366300366,1764
I00 fuse,0.5,low,11,8208.91415963826,9363.29208823942,cell,0.000447700447700448,1764
I00 fuse,1,low,116,398.107170553497,454.090961097248,cell,0.00436123016768178,1701
I00 fuse,1,low,2327,2202.20194998738,2511.88643150958,cell,0.0874877810361681,1701
I00 fuse,1,low,677,768.624610039774,876.712387296869,cell,0.0254530415820738,1701
I00 fuse,1,low,2800,1301.02521691083,1483.98178896756,cell,0.105271073013009,1701
I00 fuse,1,low,3566,1692.66661503788,1930.69772888325,cell,0.134070230844424,1701
I00 fuse,1,low,3362,1483.98178896756,1692.66661503788,cell,0.126400481239191,1701
I00 fuse,1,low,714,3268.02758941013,3727.59372031494,cell,0.0268441236183172,1701
I00 fuse,1,low,225,517.947467923121,590.783791158794,cell,0.00845928265283104,1701
I00 fuse,1,low,3104,1930.69772888325,2202.20194998738,cell,0.116700503797278,1701
I00 fuse,1,low,2174,1140.62492385132,1301.02521691083,cell,0.081735468832243,1701
I00 fuse,1,low,1644,2511.88643150958,2865.12026966378,cell,0.0618091585833521,1701
I00 fuse,1,low,458,673.862716803094,768.624610039774,cell,0.017219339799985,1701
I00 fuse,1,low,1084,876.712387296869,1000,cell,0.0407549439807504,1701
I00 fuse,1,low,162,454.090961097248,517.947467923121,cell,0.00609068351003835,1701
I00 fuse,1,low,294,590.783791158794,673.862716803094,cell,0.0110534626663659,1701
I00 fuse,1,low,72,5531.68119761723,6309.57344480193,cell,0.00270697044890593,1701
I00 fuse,1,low,435,3727.59372031494,4251.78630338289,cell,0.0163546131288067,1701
I00 fuse,1,low,15,8208.91415963826,9363.29208823942,cell,0.000563952176855403,1701
I00 fuse,1,low,1523,1000,1140.62492385132,cell,0.0572599443567186,1701
I00 fuse,1,low,1041,2865.12026966378,3268.02758941013,cell,0.0391382810737649,1701
I00 fuse,1,low,155,4849.6934285282,5531.68119761723,cell,0.00582750582750583,1701
I00 fuse,1,low,279,4251.78630338289,4849.6934285282,cell,0.0104895104895105,1701
I00 fuse,1,low,67,305.99496872072,349.025487895958,cell,0.00251898638995413,1701
I00 fuse,1,low,41,268.269579527973,305.99496872072,cell,0.00154146928340477,1701
I00 fuse,1,low,86,349.025487895958,398.107170553497,cell,0.00323332581397098,1701
I00 fuse,1,low,9,138.949549437314,158.489319246111,cell,0.000338371306113242,1701
I00 fuse,1,low,7,9363.29208823942,10680.0043251458,cell,0.000263177682532521,1701
I00 fuse,1,low,35,7196.85673001152,8208.91415963826,cell,0.00131588841266261,1701
I00 fuse,1,low,36,6309.57344480193,7196.85673001152,cell,0.00135348522445297,1701
I00 fuse,1,low,15,180.776867696343,206.198600950222,cell,0.000563952176855403,1701
I00 fuse,1,low,7,10680.0043251458,12181.8791201012,cell,0.000263177682532521,1701
I00 fuse,1,low,38,235.195263507096,268.269579527973,cell,0.00142867884803369,1701
I00 fuse,1,low,19,206.198600950222,235.195263507096,cell,0.000714339424016843,1701
I00 fuse,1,low,4,158.489319246111,180.776867696343,cell,0.000150387247161441,1701
I00 fuse,0.1,high,1772,1930.69772888325,2202.20194998738,cell,0.0899766426322738,1453
I00 fuse,0.1,high,952,768.624610039774,876.712387296869,cell,0.0483395958159846,1453
I00 fuse,0.1,high,2046,1140.62492385132,1301.02521691083,cell,0.103889509495278,1453
I00 fuse,0.1,high,2296,1483.98178896756,1692.66661503788,cell,0.11658373108561,1453
I00 fuse,0.1,high,949,2511.88643150958,2865.12026966378,cell,0.0481872651569006,1453
I00 fuse,0.1,high,333,517.947467923121,590.783791158794,cell,0.0169087031583223,1453
I00 fuse,0.1,high,1683,1000,1140.62492385132,cell,0.0854574997461156,1453
I00 fuse,0.1,high,1368,2202.20194998738,2511.88643150958,cell,0.0694627805422971,1453
I00 fuse,0.1,high,2073,1692.66661503788,1930.69772888325,cell,0.105260485427034,1453
I00 fuse,0.1,high,307,3268.02758941013,3727.59372031494,cell,0.0155885041129278,1453
I00 fuse,0.1,high,532,2865.12026966378,3268.02758941013,cell,0.0270133035442267,1453
I00 fuse,0.1,high,26,4849.6934285282,5531.68119761723,cell,0.00132019904539454,1453
I00 fuse,0.1,high,2204,1301.02521691083,1483.98178896756,cell,0.111912257540368,1453
I00 fuse,0.1,high,729,673.862716803094,768.624610039774,cell,0.0370163501574084,1453
I00 fuse,0.1,high,460,590.783791158794,673.862716803094,cell,0.023357367726211,1453
I00 fuse,0.1,high,1295,876.712387296869,1000,cell,0.0657560678379202,1453
I00 fuse,0.1,high,70,349.025487895958,398.107170553497,cell,0.00355438204529298,1453
I00 fuse,0.1,high,105,398.107170553497,454.090961097248,cell,0.00533157306793947,1453
I00 fuse,0.1,high,193,454.090961097248,517.947467923121,cell,0.00979993906773637,1453
I00 fuse,0.1,high,47,4251.78630338289,4849.6934285282,cell,0.00238651365898243,1453
I00 fuse,0.1,high,33,268.269579527973,305.99496872072,cell,0.00167563724992383,1453
I00 fuse,0.1,high,8,180.776867696343,206.198600950222,cell,0.000406215090890627,1453
I00 fuse,0.1,high,37,305.99496872072,349.025487895958,cell,0.00187874479536915,1453
I00 fuse,0.1,high,121,3727.59372031494,4251.78630338289,cell,0.00614400324972073,1453
I00 fuse,0.1,high,1,71.9685673001152,82.0891415963825,cell,5.07768863613283e-05,1453
I00 fuse,0.1,high,15,206.198600950222,235.195263507096,cell,0.000761653295419925,1453
I00 fuse,0.1,high,11,235.195263507096,268.269579527973,cell,0.000558545749974612,1453
I00 fuse,0.1,high,10,5531.68119761723,6309.57344480193,cell,0.000507768863613283,1453
I00 fuse,0.1,high,1,106.800043251458,121.818791201012,cell,5.07768863613283e-05,1453
I00 fuse,0.5,high,4,121.818791201012,138.949549437314,cell,0.000134893602670893,1316
I00 fuse,0.5,high,2,106.800043251458,121.818791201012,cell,6.74468013354467e-05,1316
I00 fuse,1,high,2,8208.91415963826,9363.29208823942,cell,5.66107164086162e-05,1206
I00 fuse,0.5,low,5,10680.0043251458,12181.8791201012,cell,0.000203500203500204,1764
I00 fuse,0.5,low,1,13894.9549437314,15848.9319246111,cell,4.07000407000407e-05,1764
I00 fuse,0.5,low,6,9363.29208823942,10680.0043251458,cell,0.000244200244200244,1764
I00 fuse,0.5,low,2,82.0891415963825,93.6329208823942,cell,8.14000814000814e-05,1764
I00 fuse,0.5,low,1,93.6329208823942,106.800043251458,cell,4.07000407000407e-05,1764
I00 fuse,0.5,low,2,18077.6867696343,20619.8600950222,cell,8.14000814000814e-05,1764
I00 fuse,0.5,low,2,20619.8600950222,23519.5263507096,cell,8.14000814000814e-05,1764
I00 fuse,1,low,3,121.818791201012,138.949549437314,cell,0.000112790435371081,1701
I00 fuse,1,low,1,93.6329208823942,106.800043251458,cell,3.75968117903602e-05,1701
I00 fuse,1,low,1,12181.8791201012,13894.9549437314,cell,3.75968117903602e-05,1701
I00 fuse,0.1,high,5,158.489319246111,180.776867696343,cell,0.000253884431806642,1453
I00 fuse,0.1,high,1,138.949549437314,158.489319246111,cell,5.07768863613283e-05,1453
I00 fuse,0.1,high,4,121.818791201012,138.949549437314,cell,0.000203107545445313,1453
I00 fuse,0.5,high,1,93.6329208823942,106.800043251458,cell,3.37234006677233e-05,1316
I00 fuse,0.5,low,3,12181.8791201012,13894.9549437314,cell,0.000122100122100122,1764
I00 fuse,1,low,2,106.800043251458,121.818791201012,cell,7.51936235807204e-05,1701
I00 fuse,0.1,high,3,6309.57344480193,7196.85673001152,cell,0.000152330659083985,1453
I00 fuse,0.1,high,1,9363.29208823942,10680.0043251458,cell,5.07768863613283e-05,1453
I00 fuse,0.1,high,2,10680.0043251458,12181.8791201012,cell,0.000101553772722657,1453
I00 fuse,0.1,high,1,8208.91415963826,9363.29208823942,cell,5.07768863613283e-05,1453
I00 fuse,1,high,1,93.6329208823942,106.800043251458,cell,2.83053582043081e-05,1206
M00b chem,0.5,high,215,517.947467923121,590.783791158794,cell,0.0207248891459418,1584
M00b chem,0.5,high,389,673.862716803094,768.624610039774,cell,0.0374975901291691,1584
M00b chem,0.5,high,856,1483.98178896756,1692.66661503788,cell,0.0825139772508194,1584
M00b chem,0.5,high,14,268.269579527973,305.99496872072,cell,0.00134952766531714,1584
M00b chem,0.5,high,740,2202.20194998738,2511.88643150958,cell,0.0713321765953345,1584
M00b chem,0.5,high,929,1692.66661503788,1930.69772888325,cell,0.0895508000771159,1584
M00b chem,0.5,high,875,1301.02521691083,1483.98178896756,cell,0.0843454790823212,1584
M00b chem,0.5,high,820,1930.69772888325,2202.20194998738,cell,0.0790437632542896,1584
M00b chem,0.5,high,390,3268.02758941013,3727.59372031494,cell,0.037593984962406,1584
M00b chem,0.5,high,681,2511.88643150958,2865.12026966378,cell,0.0656448814343551,1584
M00b chem,0.5,high,707,1000,1140.62492385132,cell,0.0681511470985155,1584
M00b chem,0.5,high,69,5531.68119761723,6309.57344480193,cell,0.00665124349334876,1584
M00b chem,0.5,high,493,2865.12026966378,3268.02758941013,cell,0.0475226527858107,1584
M00b chem,0.5,high,298,590.783791158794,673.862716803094,cell,0.0287256603046077,1584
M00b chem,0.5,high,618,876.712387296869,1000,cell,0.059572006940428,1584
M00b chem,0.5,high,798,1140.62492385132,1301.02521691083,cell,0.0769230769230769,1584
M00b chem,0.5,high,58,349.025487895958,398.107170553497,cell,0.00559090032774243,1584
M00b chem,0.5,high,527,768.624610039774,876.712387296869,cell,0.0508000771158666,1584
M00b chem,0.5,high,254,3727.59372031494,4251.78630338289,cell,0.0244842876421824,1584
M00b chem,0.5,high,132,454.090961097248,517.947467923121,cell,0.0127241179872759,1584
M00b chem,0.5,high,9,206.198600950222,235.195263507096,cell,0.000867553499132447,1584
M00b chem,0.5,high,183,4251.78630338289,4849.6934285282,cell,0.0176402544823597,1584
M00b chem,0.5,high,73,398.107170553497,454.090961097248,cell,0.00703682282629651,1584
M00b chem,0.5,high,31,305.99496872072,349.025487895958,cell,0.00298823983034509,1584
M00b chem,0.5,high,113,4849.6934285282,5531.68119761723,cell,0.0108926161557741,1584
M00b chem,0.5,high,15,7196.85673001152,8208.91415963826,cell,0.00144592249855408,1584
M00b chem,0.5,high,36,6309.57344480193,7196.85673001152,cell,0.00347021399652979,1584
M00b chem,0.5,high,11,235.195263507096,268.269579527973,cell,0.00106034316560632,1584
M00b chem,0.5,high,4,180.776867696343,206.198600950222,cell,0.000385579332947754,1584
M00b chem,0.5,high,1,48.496934285282,55.3168119761723,cell,9.63948332369385e-05,1584
M00b chem,1,high,403,590.783791158794,673.862716803094,cell,0.0296519755720698,1483
M00b chem,1,high,1137,1692.66661503788,1930.69772888325,cell,0.0836583032889412,1483
M00b chem,1,high,1184,1483.98178896756,1692.66661503788,cell,0.0871164741372967,1483
M00b chem,1,high,1106,1000,1140.62492385132,cell,0.0813773820910897,1483
M00b chem,1,high,1146,1140.62492385132,1301.02521691083,cell,0.0843205062173497,1483
M00b chem,1,high,1196,1301.02521691083,1483.98178896756,cell,0.0879994113751748,1483
M00b chem,1,high,751,768.624610039774,876.712387296869,cell,0.055257155470532,1483
M00b chem,1,high,820,876.712387296869,1000,cell,0.0603340445883305,1483
M00b chem,1,high,736,2511.88643150958,2865.12026966378,cell,0.0541534839231845,1483
M00b chem,1,high,542,2865.12026966378,3268.02758941013,cell,0.0398793319108233,1483
M00b chem,1,high,1110,1930.69772888325,2202.20194998738,cell,0.0816716945037157,1483
M00b chem,1,high,165,4251.78630338289,4849.6934285282,cell,0.0121403870208226,1483
M00b chem,1,high,566,673.862716803094,768.624610039774,cell,0.0416452063865794,1483
M00b chem,1,high,943,2202.20194998738,2511.88643150958,cell,0.0693841512765801,1483
M00b chem,1,high,308,517.947467923121,590.783791158794,cell,0.0226620557722022,1483
M00b chem,1,high,205,454.090961097248,517.947467923121,cell,0.0150835111470826,1483
M00b chem,1,high,396,3268.02758941013,3727.59372031494,cell,0.0291369288499743,1483
M00b chem,1,high,264,3727.59372031494,4251.78630338289,cell,0.0194246192333162,1483
M00b chem,1,high,125,398.107170553497,454.090961097248,cell,0.00919726289456258,1483
M00b chem,1,high,36,305.99496872072,349.025487895958,cell,0.00264881171363402,1483
M00b chem,1,high,79,349.025487895958,398.107170553497,cell,0.00581267014936355,1483
M00b chem,1,high,22,268.269579527973,305.99496872072,cell,0.00161871826944301,1483
M00b chem,1,high,42,6309.57344480193,7196.85673001152,cell,0.00309028033257303,1483
M00b chem,1,high,5,138.949549437314,158.489319246111,cell,0.000367890515782503,1483
M00b chem,1,high,81,5531.68119761723,6309.57344480193,cell,0.00595982635567655,1483
M00b chem,1,high,29,7196.85673001152,8208.91415963826,cell,0.00213376499153852,1483
M00b chem,1,high,130,4849.6934285282,5531.68119761723,cell,0.00956515341034508,1483
M00b chem,1,high,14,235.195263507096,268.269579527973,cell,0.00103009344419101,1483
M00b chem,1,high,2,121.818791201012,138.949549437314,cell,0.000147156206313001,1483
M00b chem,1,high,21,8208.91415963826,9363.29208823942,cell,0.00154514016628651,1483
M00b chem,1,high,2,158.489319246111,180.776867696343,cell,0.000147156206313001,1483
M00b chem,1,high,9,206.198600950222,235.195263507096,cell,0.000662202928408506,1483
M00b chem,1,high,4,180.776867696343,206.198600950222,cell,0.000294312412626003,1483
M00b chem,1,high,6,9363.29208823942,10680.0043251458,cell,0.000441468618939004,1483
M00b chem,0.1,low,490,1301.02521691083,1483.98178896756,cell,0.0995530272247054,1058
M00b chem,0.1,low,368,1483.98178896756,1692.66661503788,cell,0.0747663551401869,1058
M00b chem,0.1,low,139,454.090961097248,517.947467923121,cell,0.0282405526208858,1058
M00b chem,0.1,low,264,590.783791158794,673.862716803094,cell,0.0536367330353515,1058
M00b chem,0.1,low,384,673.862716803094,768.624610039774,cell,0.0780170662332385,1058
M00b chem,0.1,low,195,517.947467923121,590.783791158794,cell,0.0396180414465664,1058
M00b chem,0.1,low,260,1692.66661503788,1930.69772888325,cell,0.0528240552620886,1058
M00b chem,0.1,low,465,768.624610039774,876.712387296869,cell,0.0944737911418123,1058
M00b chem,0.1,low,152,1930.69772888325,2202.20194998738,cell,0.0308817553839902,1058
M00b chem,0.1,low,605,1140.62492385132,1301.02521691083,cell,0.122917513206014,1058
M00b chem,0.1,low,634,1000,1140.62492385132,cell,0.12880942706217,1058
M00b chem,0.1,low,575,876.712387296869,1000,cell,0.116822429906542,1058
M00b chem,0.1,low,36,349.025487895958,398.107170553497,cell,0.00731409995936611,1058
M00b chem,0.1,low,66,398.107170553497,454.090961097248,cell,0.0134091832588379,1058
M00b chem,0.1,low,13,268.269579527973,305.99496872072,cell,0.00264120276310443,1058
M00b chem,0.1,low,7,206.198600950222,235.195263507096,cell,0.00142218610321008,1058
M00b chem,0.1,low,98,2202.20194998738,2511.88643150958,cell,0.0199106054449411,1058
M00b chem,0.1,low,7,4251.78630338289,4849.6934285282,cell,0.00142218610321008,1058
M00b chem,0.1,low,6,235.195263507096,268.269579527973,cell,0.00121901665989435,1058
M00b chem,0.1,low,18,305.99496872072,349.025487895958,cell,0.00365704997968306,1058
M00b chem,0.1,low,17,3268.02758941013,3727.59372031494,cell,0.00345388053636733,1058
M00b chem,0.1,low,2,158.489319246111,180.776867696343,cell,0.000406338886631451,1058
M00b chem,0.1,low,54,2511.88643150958,2865.12026966378,cell,0.0109711499390492,1058
M00b chem,0.1,low,28,2865.12026966378,3268.02758941013,cell,0.00568874441284031,1058
M00b chem,0.1,low,4,180.776867696343,206.198600950222,cell,0.000812677773262901,1058
M00b chem,0.1,low,1,63.0957344480193,71.9685673001152,cell,0.000203169443315725,1058
M00b chem,0.1,low,6,93.6329208823942,106.800043251458,cell,0.00121901665989435,1058
M00b chem,0.1,low,2,4849.6934285282,5531.68119761723,cell,0.000406338886631451,1058
M00b chem,0.5,low,425,1930.69772888325,2202.20194998738,cell,0.040580540437315,1136
M00b chem,0.5,low,1343,1000,1140.62492385132,cell,0.128234507781915,1136
M00b chem,0.5,low,184,2511.88643150958,2865.12026966378,cell,0.0175689869187434,1136
M00b chem,0.5,low,953,1483.98178896756,1692.66661503788,cell,0.090995894204144,1136
M00b chem,0.5,low,1333,1140.62492385132,1301.02521691083,cell,0.127279671536332,1136
M00b chem,0.5,low,924,768.624610039774,876.712387296869,cell,0.0882268690919507,1136
M00b chem,0.5,low,10,180.776867696343,206.198600950222,cell,0.000954836245583882,1136
M00b chem,0.5,low,435,590.783791158794,673.862716803094,cell,0.0415353766828989,1136
M00b chem,0.5,low,1165,1301.02521691083,1483.98178896756,cell,0.111238422610522,1136
M00b chem,0.5,low,1170,876.712387296869,1000,cell,0.111715840733314,1136
M00b chem,0.5,low,287,2202.20194998738,2511.88643150958,cell,0.0274038002482574,1136
M00b chem,0.5,low,81,2865.12026966378,3268.02758941013,cell,0.00773417358922945,1136
M00b chem,0.5,low,632,673.862716803094,768.624610039774,cell,0.0603456507209014,1136
M00b chem,0.5,low,650,1692.66661503788,1930.69772888325,cell,0.0620643559629524,1136
M00b chem,0.5,low,75,349.025487895958,398.107170553497,cell,0.00716127184187912,1136
M00b chem,0.5,low,177,454.090961097248,517.947467923121,cell,0.0169006015468347,1136
M00b chem,0.5,low,301,517.947467923121,590.783791158794,cell,0.0287405709920749,1136
M00b chem,0.5,low,5,158.489319246111,180.776867696343,cell,0.000477418122791941,1136
M00b chem,0.5,low,38,305.99496872072,349.025487895958,cell,0.00362837773321875,1136
M00b chem,0.5,low,3,6309.57344480193,7196.85673001152,cell,0.000286450873675165,1136
M00b chem,0.5,low,112,398.107170553497,454.090961097248,cell,0.0106941659505395,1136
M00b chem,0.5,low,16,4251.78630338289,4849.6934285282,cell,0.00152773799293421,1136
M00b chem,0.5,low,24,268.269579527973,305.99496872072,cell,0.00229160698940132,1136
M00b chem,0.5,low,4,4849.6934285282,5531.68119761723,cell,0.000381934498233553,1136
M00b chem,0.5,low,32,3727.59372031494,4251.78630338289,cell,0.00305547598586842,1136
M00b chem,0.5,low,59,3268.02758941013,3727.59372031494,cell,0.00563353384894491,1136
M00b chem,0.5,low,1,106.800043251458,121.818791201012,cell,9.54836245583882e-05,1136
M00b chem,0.5,low,15,206.198600950222,235.195263507096,cell,0.00143225436837582,1136
M00b chem,0.5,low,14,235.195263507096,268.269579527973,cell,0.00133677074381744,1136
M00b chem,0.5,low,2,121.818791201012,138.949549437314,cell,0.000190967249116776,1136
M00b chem,1,low,1244,1301.02521691083,1483.98178896756,cell,0.103116710875332,1066
M00b chem,1,low,951,673.862716803094,768.624610039774,cell,0.078829575596817,1066
M00b chem,1,low,1406,876.712387296869,1000,cell,0.116545092838196,1066
M00b chem,1,low,595,590.783791158794,673.862716803094,cell,0.0493202917771883,1066
M00b chem,1,low,456,517.947467923121,590.783791158794,cell,0.0377984084880637,1066
M00b chem,1,low,1477,1140.62492385132,1301.02521691083,cell,0.122430371352785,1066
M00b chem,1,low,1137,768.624610039774,876.712387296869,cell,0.0942473474801061,1066
M00b chem,1,low,98,349.025487895958,398.107170553497,cell,0.00812334217506631,1066
M00b chem,1,low,181,398.107170553497,454.090961097248,cell,0.0150033156498674,1066
M00b chem,1,low,955,1483.98178896756,1692.66661503788,cell,0.0791611405835544,1066
M00b chem,1,low,1598,1000,1140.62492385132,cell,0.132460212201592,1066
M00b chem,1,low,563,1692.66661503788,1930.69772888325,cell,0.0466677718832891,1066
M00b chem,1,low,271,454.090961097248,517.947467923121,cell,0.0224635278514589,1066
M00b chem,1,low,397,1930.69772888325,2202.20194998738,cell,0.032907824933687,1066
M00b chem,1,low,139,2511.88643150958,2865.12026966378,cell,0.0115218832891247,1066
M00b chem,1,low,223,2202.20194998738,2511.88643150958,cell,0.0184847480106101,1066
M00b chem,1,low,26,235.195263507096,268.269579527973,cell,0.0021551724137931,1066
M00b chem,1,low,58,3268.02758941013,3727.59372031494,cell,0.00480769230769231,1066
M00b chem,1,low,91,2865.12026966378,3268.02758941013,cell,0.00754310344827586,1066
M00b chem,1,low,12,206.198600950222,235.195263507096,cell,0.000994694960212202,1066
M00b chem,1,low,30,268.269579527973,305.99496872072,cell,0.0024867374005305,1066
M00b chem,1,low,31,3727.59372031494,4251.78630338289,cell,0.00256962864721485,1066
M00b chem,1,low,61,305.99496872072,349.025487895958,cell,0.00505636604774536,1066
M00b chem,1,low,6,4849.6934285282,5531.68119761723,cell,0.000497347480106101,1066
M00b chem,1,low,11,4251.78630338289,4849.6934285282,cell,0.000911803713527851,1066
M00b chem,1,low,1,42.5178630338289,48.496934285282,cell,8.28912466843501e-05,1066
M00b chem,1,low,14,180.776867696343,206.198600950222,cell,0.0011604774535809,1066
M00b chem,1,low,5,158.489319246111,180.776867696343,cell,0.000414456233421751,1066
M00b chem,1,low,5,121.818791201012,138.949549437314,cell,0.000414456233421751,1066
M00b chem,1,low,5,5531.68119761723,6309.57344480193,cell,0.000414456233421751,1066
M00b chem,1,low,8,138.949549437314,158.489319246111,cell,0.000663129973474801,1066
M00b chem,1,low,1,6309.57344480193,7196.85673001152,cell,8.28912466843501e-05,1066
M00b chem,0.1,high,765,1483.98178896756,1692.66661503788,cell,0.0934408208134848,1561
M00b chem,0.1,high,170,3727.59372031494,4251.78630338289,cell,0.0207646268474411,1561
M00b chem,0.1,high,35,349.025487895958,398.107170553497,cell,0.00427507023329669,1561
M00b chem,0.1,high,366,768.624610039774,876.712387296869,cell,0.0447050201539025,1561
M00b chem,0.1,high,101,454.090961097248,517.947467923121,cell,0.0123366312446562,1561
M00b chem,0.1,high,481,876.712387296869,1000,cell,0.0587516794918774,1561
M00b chem,0.1,high,724,1930.69772888325,2202.20194998738,cell,0.0884328813973372,1561
M00b chem,0.1,high,277,673.862716803094,768.624610039774,cell,0.0338341272749481,1561
M00b chem,0.1,high,675,1140.62492385132,1301.02521691083,cell,0.0824477830707219,1561
M00b chem,0.1,high,814,1692.66661503788,1930.69772888325,cell,0.0994259191401002,1561
M00b chem,0.1,high,228,590.783791158794,673.862716803094,cell,0.0278490289483327,1561
M00b chem,0.1,high,485,2511.88643150958,2865.12026966378,cell,0.0592402589471113,1561
M00b chem,0.1,high,226,3268.02758941013,3727.59372031494,cell,0.0276047392207158,1561
M00b chem,0.1,high,772,1301.02521691083,1483.98178896756,cell,0.0942958348601441,1561
M00b chem,0.1,high,617,1000,1140.62492385132,cell,0.0753633809698302,1561
M00b chem,0.1,high,604,2202.20194998738,2511.88643150958,cell,0.07377549774032,1561
M00b chem,0.1,high,112,4251.78630338289,4849.6934285282,cell,0.0136802247465494,1561
M00b chem,0.1,high,120,517.947467923121,590.783791158794,cell,0.0146573836570172,1561
M00b chem,0.1,high,392,2865.12026966378,3268.02758941013,cell,0.0478807866129229,1561
M00b chem,0.1,high,60,4849.6934285282,5531.68119761723,cell,0.00732869182850861,1561
M00b chem,0.1,high,67,398.107170553497,454.090961097248,cell,0.00818370587516795,1561
M00b chem,0.1,high,23,5531.68119761723,6309.57344480193,cell,0.00280933186759497,1561
M00b chem,0.1,high,10,235.195263507096,268.269579527973,cell,0.00122144863808477,1561
M00b chem,0.1,high,1,48.496934285282,55.3168119761723,cell,0.000122144863808477,1561
M00b chem,0.1,high,13,305.99496872072,349.025487895958,cell,0.0015878832295102,1561
M00b chem,0.1,high,4,180.776867696343,206.198600950222,cell,0.000488579455233907,1561
M00b chem,0.1,high,13,6309.57344480193,7196.85673001152,cell,0.0015878832295102,1561
M00b chem,0.1,high,4,9363.29208823942,10680.0043251458,cell,0.000488579455233907,1561
M00b chem,0.1,high,8,268.269579527973,305.99496872072,cell,0.000977158910467815,1561
M00b chem,0.1,high,8,7196.85673001152,8208.91415963826,cell,0.000977158910467815,1561
M00b chem,0.1,high,2,158.489319246111,180.776867696343,cell,0.000244289727616954,1561
M00b chem,0.5,high,14,8208.91415963826,9363.29208823942,cell,0.00134952766531714,1584
M00b chem,0.5,high,7,10680.0043251458,12181.8791201012,cell,0.00067476383265857,1584
M00b chem,0.5,high,1,15848.9319246111,18077.6867696343,cell,9.63948332369385e-05,1584
